Lote,Endereco,link,Titulo,Descricao,Total_Fotos,Rotulo,Valor (R$),Data
Casa,"Santa Inês / MA - Santa Filomena Rua Cp 16,  315",https://www.portalzuk.com.br/imovel/ma/santa-ines/santa-filomena/rua-cp-16-315/33552-205982,Casa à venda em leilão,,0,Lance inicial,239040.0050,22/07/2025 às 11:28
Casa,"Ituiutaba / MG - Lagoa Azul Ii Rua Alarico Novais,  187",https://www.portalzuk.com.br/imovel/mg/ituiutaba/lagoa-azul-ii/rua-alarico-novais-187/33552-205983,Apartamento à venda em leilão,,0,Lance inicial,75600.0046,22/07/2025 às 11:29
Casa,"Ituiutaba / MG - Lagoa Azul Ii Rua José Fonseca,  268",https://www.portalzuk.com.br/imovel/mg/ituiutaba/lagoa-azul-ii/rua-jose-fonseca-268/33552-205984,Apartamento à venda em leilão,,0,Lance inicial,122400.0046,22/07/2025 às 11:29
Apartamento,"Ribeirão Preto / SP - Loteamento Santa Marta Rua João Carvalho Rufino,  1400",https://www.portalzuk.com.br/imovel/sp/ribeirao-preto/loteamento-santa-marta/rua-joao-carvalho-rufino-1400/33552-205985,Apartamento à venda em leilão,,0,Lance inicial,93600.0046,22/07/2025 às 11:30
Sala Comercial,"São João de Meriti / RJ - Centro Avenida Nossa Senhora das Graças,  666",https://www.portalzuk.com.br/imovel/rj/sao-joao-de-meriti/centro/avenida-nossa-senhora-das-gracas-666/33552-205992,Apartamento à venda em leilão,,0,Lance inicial,499000.0024,22/07/2025 às 11:30
Apartamento,"Ribeirão Preto / SP - Residencial Flórida Avenida Coronel Fernando Ferreira Leite,  535",https://www.portalzuk.com.br/imovel/sp/ribeirao-preto/residencial-florida/avenida-coronel-fernando-ferreira-leite-535/33552-205993,Apartamento à venda em leilão,,0,Lance inicial,199000.0032,22/07/2025 às 11:31
Casa,"Rio Largo / AL - Prefeito Antônio L de Souza Rod Br 104,  07",https://www.portalzuk.com.br/imovel/al/rio-largo/prefeito-antonio-l-de-souza/rod-br-104-07/33552-205994,Apartamento à venda em leilão,,0,Lance inicial,79900.00,22/07/2025 às 11:31
Sala Comercial,"São Paulo / SP - Vila Monte Alegre Avenida Fagundes Filho,  486",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-monte-alegre/avenida-fagundes-filho-486/33264-203587,Apartamento à venda em leilão,,0,1º leilão,206293.50,02/07/2025 às 10:20
Sala Comercial,"São Paulo / SP - Vila Monte Alegre Avenida Fagundes Filho,  486",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-monte-alegre/avenida-fagundes-filho-486/33264-203587,Apartamento à venda em leilão,,0,2º leilão,123776.1040,22/07/2025 às 10:20
Apartamento,"Sumaré / SP - Jardim Santa Terezinha Rua São Cosme,  80",https://www.portalzuk.com.br/imovel/sp/sumare/jardim-santa-terezinha/rua-sao-cosme-80/33593-206207,Apartamento à venda em leilão,,0,1º leilão,207384.77,22/07/2025 às 10:30
Apartamento,"Sumaré / SP - Jardim Santa Terezinha Rua São Cosme,  80",https://www.portalzuk.com.br/imovel/sp/sumare/jardim-santa-terezinha/rua-sao-cosme-80/33593-206207,Apartamento à venda em leilão,,0,2º leilão,103692.3850,12/08/2025 às 10:30
Apartamento,"Poá / SP - Vila Perracini Rua Waldemar Aquilino de Freitas,  301",https://www.portalzuk.com.br/imovel/sp/poa/vila-perracini/rua-waldemar-aquilino-de-freitas-301/33596-206223,Apartamento à venda em leilão,,0,1º leilão,179356.41,22/07/2025 às 10:40
Apartamento,"Poá / SP - Vila Perracini Rua Waldemar Aquilino de Freitas,  301",https://www.portalzuk.com.br/imovel/sp/poa/vila-perracini/rua-waldemar-aquilino-de-freitas-301/33596-206223,Apartamento à venda em leilão,,0,2º leilão,107613.8540,11/08/2025 às 10:40
Casa,"Marília / SP - Professor Antônio da Silva Penteado Rua Louriz Queiroz Silva,  102",https://www.portalzuk.com.br/imovel/sp/marilia/professor-antonio-da-silva-penteado/rua-louriz-queiroz-silva-102/33597-206235,Prédio Comercial à venda em leilão,,0,1º leilão,238654.69,22/07/2025 às 10:50
Casa,"Marília / SP - Professor Antônio da Silva Penteado Rua Louriz Queiroz Silva,  102",https://www.portalzuk.com.br/imovel/sp/marilia/professor-antonio-da-silva-penteado/rua-louriz-queiroz-silva-102/33597-206235,Prédio Comercial à venda em leilão,,0,2º leilão,214789.2210,11/08/2025 às 10:50
Apartamento,"Osasco / SP - Piratininga Avenida Edmundo Amaral,  130",https://www.portalzuk.com.br/imovel/sp/osasco/piratininga/avenida-edmundo-amaral-130/33334-203948,Apartamento à venda em leilão,,0,1º leilão,419791.04,01/07/2025 às 11:00
Apartamento,"Osasco / SP - Piratininga Avenida Edmundo Amaral,  130",https://www.portalzuk.com.br/imovel/sp/osasco/piratininga/avenida-edmundo-amaral-130/33334-203948,Apartamento à venda em leilão,,0,2º leilão,251874.6240,22/07/2025 às 11:00
Comercial / Industrial,"São Paulo / SP - Jardim Mangalot Rua Jannart Moutinho Ribeiro,  51",https://www.portalzuk.com.br/imovel/sp/sao-paulo/jardim-mangalot/rua-jannart-moutinho-ribeiro-51/33278-203668,Apartamento à venda em leilão,,0,1º leilão,598972.25,02/07/2025 às 11:10
Comercial / Industrial,"São Paulo / SP - Jardim Mangalot Rua Jannart Moutinho Ribeiro,  51",https://www.portalzuk.com.br/imovel/sp/sao-paulo/jardim-mangalot/rua-jannart-moutinho-ribeiro-51/33278-203668,Apartamento à venda em leilão,,0,2º leilão,299486.1350,22/07/2025 às 11:10
Apartamento,"São Paulo / SP - Jardim Íris Avenida Raimundo Pereira de Magalhães,  1720",https://www.portalzuk.com.br/imovel/sp/sao-paulo/jardim-iris/avenida-raimundo-pereira-de-magalhaes-1720/33407-204678,Vaga de garagem à venda em leilão,,0,1º leilão,329791.91,02/07/2025 às 11:50
Apartamento,"São Paulo / SP - Jardim Íris Avenida Raimundo Pereira de Magalhães,  1720",https://www.portalzuk.com.br/imovel/sp/sao-paulo/jardim-iris/avenida-raimundo-pereira-de-magalhaes-1720/33407-204678,Vaga de garagem à venda em leilão,,0,2º leilão,230854.3430,22/07/2025 às 11:50
Apartamento,"São Paulo / SP - Indianópolis Avenida Rouxinol,  407",https://www.portalzuk.com.br/imovel/sp/sao-paulo/indianopolis/avenida-rouxinol-407/33336-203950,Vaga de Garagem à venda em leilão,,0,1º leilão,1131250.87,02/07/2025 às 13:10
Apartamento,"São Paulo / SP - Indianópolis Avenida Rouxinol,  407",https://www.portalzuk.com.br/imovel/sp/sao-paulo/indianopolis/avenida-rouxinol-407/33336-203950,Vaga de Garagem à venda em leilão,,0,2º leilão,791875.6130,22/07/2025 às 13:10
Vaga de Garagem,"São Paulo / SP - Jardim Jaguaré Rua Caetanópolis,  800",https://www.portalzuk.com.br/imovel/sp/sao-paulo/jardim-jaguare/rua-caetanopolis-800/33286-203733,Casa à venda em leilão,,0,1º leilão,28787.24,02/07/2025 às 13:30
Vaga de Garagem,"São Paulo / SP - Jardim Jaguaré Rua Caetanópolis,  800",https://www.portalzuk.com.br/imovel/sp/sao-paulo/jardim-jaguare/rua-caetanopolis-800/33286-203733,Casa à venda em leilão,,0,2º leilão,24469.1615,22/07/2025 às 13:30
Vaga de Garagem,"São Paulo / SP - Jardim Jaguaré Rua Caetanópolis,  800",https://www.portalzuk.com.br/imovel/sp/sao-paulo/jardim-jaguare/rua-caetanopolis-800/33286-203734,Casa à venda em leilão,,0,1º leilão,57051.08,02/07/2025 às 13:33
Vaga de Garagem,"São Paulo / SP - Jardim Jaguaré Rua Caetanópolis,  800",https://www.portalzuk.com.br/imovel/sp/sao-paulo/jardim-jaguare/rua-caetanopolis-800/33286-203734,Casa à venda em leilão,,0,2º leilão,48493.4215,22/07/2025 às 13:33
Vaga de Garagem,"São Paulo / SP - Jaguaré Avenida Jaguaré,  325",https://www.portalzuk.com.br/imovel/sp/sao-paulo/jaguare/avenida-jaguare-325/33286-203735,Casa à venda em leilão,,0,1º leilão,58621.29,02/07/2025 às 13:36
Vaga de Garagem,"São Paulo / SP - Jaguaré Avenida Jaguaré,  325",https://www.portalzuk.com.br/imovel/sp/sao-paulo/jaguare/avenida-jaguare-325/33286-203735,Casa à venda em leilão,,0,2º leilão,41034.9030,22/07/2025 às 13:36
Casa,"São Paulo / SP - Vila Mascote Rua Nilo Guerra,  65",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-mascote/rua-nilo-guerra-65/33292-203752,Casa à venda em leilão,,0,1º leilão,3106666.66,02/07/2025 às 14:10
Casa,"São Paulo / SP - Vila Mascote Rua Nilo Guerra,  65",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-mascote/rua-nilo-guerra-65/33292-203752,Casa à venda em leilão,,0,2º leilão,2198139.0029,22/07/2025 às 14:10
Comercial / Industrial,"Tambaú / SP - loteamento Industrial João Meirelles Alves Rua João Meirelles,  s/nº",https://www.portalzuk.com.br/imovel/sp/tambau/loteamento-industrial-joao-meirelles-alves/rua-joao-meirelles-s-nº/33302-203805,Casa à venda em leilão,,0,1º leilão,1551488.94,01/07/2025 às 14:30
Comercial / Industrial,"Tambaú / SP - loteamento Industrial João Meirelles Alves Rua João Meirelles,  s/nº",https://www.portalzuk.com.br/imovel/sp/tambau/loteamento-industrial-joao-meirelles-alves/rua-joao-meirelles-s-nº/33302-203805,Casa à venda em leilão,,0,2º leilão,930893.3740,22/07/2025 às 14:30
Casa,"São Paulo / SP - Vila Mariana Rua Vergueiro,  3593",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-mariana/rua-vergueiro-3593/33425-204772,Escritório à venda em leilão,,0,1º leilão,1841527.59,02/07/2025 às 15:00
Casa,"São Paulo / SP - Vila Mariana Rua Vergueiro,  3593",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-mariana/rua-vergueiro-3593/33425-204772,Escritório à venda em leilão,,0,2º leilão,1726616.276,22/07/2025 às 15:00
Casa,"Arujá / SP - Caputera Rua Aracy,  174",https://www.portalzuk.com.br/imovel/sp/aruja/caputera/rua-aracy-174/33354-204245,Escritório à venda em leilão,,0,1º leilão,7781433.54,02/07/2025 às 15:20
Casa,"Arujá / SP - Caputera Rua Aracy,  174",https://www.portalzuk.com.br/imovel/sp/aruja/caputera/rua-aracy-174/33354-204245,Escritório à venda em leilão,,0,2º leilão,4668860.1340,22/07/2025 às 15:20
Galpão,"Alfenas / MG - Residencial Novo Horizonte Rua Francisco Leite Amaral,  32",https://www.portalzuk.com.br/imovel/mg/alfenas/residencial-novo-horizonte/rua-francisco-leite-amaral-32/33440-204836,Casa à venda em leilão,,0,Lance inicial,700000.0022,23/07/2025 às 10:00
Casa,"São Paulo / SP - Vila Medeiros Rua Cônego Vicente,  384",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-medeiros/rua-conego-vicente-384/33275-203653,Escritório à venda em leilão,,0,1º leilão,369947.94,02/07/2025 às 10:10
Casa,"São Paulo / SP - Vila Medeiros Rua Cônego Vicente,  384",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-medeiros/rua-conego-vicente-384/33275-203653,Escritório à venda em leilão,,0,2º leilão,360699.24,23/07/2025 às 10:10
Casa,"São Paulo / SP - Jardim Europa Rua Capitão Francisco Padilha,  94",https://www.portalzuk.com.br/imovel/sp/sao-paulo/jardim-europa/rua-capitao-francisco-padilha-94/33369-204342,Escritório à venda em leilão,,0,1º leilão,2618449.23,03/07/2025 às 10:20
Casa,"São Paulo / SP - Jardim Europa Rua Capitão Francisco Padilha,  94",https://www.portalzuk.com.br/imovel/sp/sao-paulo/jardim-europa/rua-capitao-francisco-padilha-94/33369-204342,Escritório à venda em leilão,,0,2º leilão,1571069.5440,23/07/2025 às 10:20
Sala Comercial,"São Paulo / SP - Perdizes Rua Itapicuru,  369",https://www.portalzuk.com.br/imovel/sp/sao-paulo/perdizes/rua-itapicuru-369/33371-204346,www.portalzuk.com.br,,0,1º leilão,278616.69,03/07/2025 às 10:40
Sala Comercial,"São Paulo / SP - Perdizes Rua Itapicuru,  369",https://www.portalzuk.com.br/imovel/sp/sao-paulo/perdizes/rua-itapicuru-369/33371-204346,www.portalzuk.com.br,,0,2º leilão,139308.3550,23/07/2025 às 10:40
Apartamento,"São Paulo / SP - Vila Formosa Rua Salvador do Vale,  44/46",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-formosa/rua-salvador-do-vale-44-46/33420-204735,Vaga de Garagem à venda em leilão,,0,Valor,265928.5250,23/07/2025 às 10:50
Apartamento,"São Paulo / SP - Vila Formosa Rua Salvador do Vale,  44/46",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-formosa/rua-salvador-do-vale-44-46/33420-204736,Casa à venda em leilão,,0,Valor,221607.1050,23/07/2025 às 10:53
Vaga de Garagem,"São Paulo / SP - Vila Formosa Rua Salvador do Vale,  44/46",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-formosa/rua-salvador-do-vale-44-46/33420-204737,Apartamento à venda em leilão,,0,Valor,22160.7150,23/07/2025 às 10:56
Vaga de Garagem,"São Paulo / SP - Vila Formosa Rua Salvador do Vale,  44/46",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-formosa/rua-salvador-do-vale-44-46/33420-204738,www.portalzuk.com.br,,0,Valor,22160.7150,23/07/2025 às 10:59
Casa,"Caraguatatuba / SP - Balneário Recanto do Sol Avenida Alice Arouca,  167",https://www.portalzuk.com.br/imovel/sp/caraguatatuba/balneario-recanto-do-sol/avenida-alice-arouca-167/33594-206221,www.portalzuk.com.br,,0,1º leilão,483799.43,23/07/2025 às 11:00
Casa,"Caraguatatuba / SP - Balneário Recanto do Sol Avenida Alice Arouca,  167",https://www.portalzuk.com.br/imovel/sp/caraguatatuba/balneario-recanto-do-sol/avenida-alice-arouca-167/33594-206221,www.portalzuk.com.br,,0,2º leilão,387039.5420,12/08/2025 às 11:00
Apartamento,"São Paulo / SP - Bela Aliança Rua Passo da Pátria,  1432",https://www.portalzuk.com.br/imovel/sp/sao-paulo/bela-alianca/rua-passo-da-patria-1432/33430-204789,Casa à venda em leilão,,0,Lance inicial,1242751.3240,23/07/2025 às 11:00
Apartamento,"Canoas / RS - Nossa Senhora das Graças Avenida Inconfidência,  81",https://www.portalzuk.com.br/imovel/rs/canoas/nossa-senhora-das-gracas/avenida-inconfidencia-81/33430-204790,Apartamento à venda em leilão,,0,Lance inicial,170000.009,23/07/2025 às 11:02
Apartamento,"Rio de Janeiro / RJ - Grajaú Rua Campinas,  56",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/grajau/rua-campinas-56/33430-204791,Apartamento à venda em leilão,,0,Lance inicial,441703.979,23/07/2025 às 11:04
Casa,"São Paulo / SP - Vila Campanela Rua da Estação,  207",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-campanela/rua-da-estacao-207/33430-204792,Casa à venda em leilão,,0,Lance inicial,751887.49,23/07/2025 às 11:06
Casa,"Mafra / SC - Vila Nova Rua Pioneiro Carlos Mann,  220",https://www.portalzuk.com.br/imovel/sc/mafra/vila-nova/rua-pioneiro-carlos-mann-220/33430-204793,Apartamento à venda em leilão,,0,Lance inicial,764441.478,23/07/2025 às 11:08
Casa,"Sapucaia do Sul / RS - Nova Sapucaia Avenida Américo Vespúcio,  550",https://www.portalzuk.com.br/imovel/rs/sapucaia-do-sul/nova-sapucaia/avenida-americo-vespucio-550/33430-204794,Apartamento à venda em leilão,,0,Lance inicial,255987.78,23/07/2025 às 11:10
Apartamento,"Blumenau / SC - Victor Konder Rua Victor Konder,  211",https://www.portalzuk.com.br/imovel/sc/blumenau/victor-konder/rua-victor-konder-211/33430-204795,Residencial / Comercial à venda em leilão,,0,Lance inicial,939105.27,23/07/2025 às 11:12
Casa,"Novo Hamburgo / RS - São Jorge Rua Guaíba,  2157 e 2159",https://www.portalzuk.com.br/imovel/rs/novo-hamburgo/sao-jorge/rua-guaiba-2157-e-2159/33430-204796,Casa à venda em leilão,,0,Lance inicial,615000.00,23/07/2025 às 11:14
Casa,"Praia Grande / SP - Ocian Rua José de Alencar,  378",https://www.portalzuk.com.br/imovel/sp/praia-grande/ocian/rua-jose-de-alencar-378/33430-204797,Casa à venda em leilão,,0,Lance inicial,609944.9617,23/07/2025 às 11:16
Casa,"Curitiba / PR - Uberaba Rua Presidente Wilson,  926",https://www.portalzuk.com.br/imovel/pr/curitiba/uberaba/rua-presidente-wilson-926/33430-204798,Casa à venda em leilão,,0,Lance inicial,600109.15,23/07/2025 às 11:18
Casa,"São Bernardo do Campo / SP - Parque Residencial Selecta Rua Josefina Leonora Lotto Bueno,  61",https://www.portalzuk.com.br/imovel/sp/sao-bernardo-do-campo/parque-residencial-selecta/rua-josefina-leonora-lotto-bueno-61/33430-204799,Casa à venda em leilão,,0,Lance inicial,713463.62,23/07/2025 às 11:20
Casa,"Cotia / SP - São Paulo II Rua Mendonça Furtado,  779",https://www.portalzuk.com.br/imovel/sp/cotia/sao-paulo-ii/rua-mendonca-furtado-779/33430-204800,Casa à venda em leilão,,0,Lance inicial,1135528.5516,23/07/2025 às 11:22
Apartamento,"São Paulo / SP - Jardim Colonial Avenida Aricanduva,  8.256",https://www.portalzuk.com.br/imovel/sp/sao-paulo/jardim-colonial/avenida-aricanduva-8.256/33430-204801,Apartamento à venda em leilão,,0,Lance inicial,231180.3924,23/07/2025 às 11:24
Casa,"Sapucaia do Sul / RS - Jardim Boa Vista Rua Arlindo José Gross,  63",https://www.portalzuk.com.br/imovel/rs/sapucaia-do-sul/jardim-boa-vista/rua-arlindo-jose-gross-63/33430-204802,Casa à venda em leilão,,0,Lance inicial,230000.00,23/07/2025 às 11:26
Apartamento,"São Paulo / SP - Vila do Castelo Rua David Eid,  849",https://www.portalzuk.com.br/imovel/sp/sao-paulo/vila-do-castelo/rua-david-eid-849/33430-204803,Apartamento à venda em leilão,,0,Lance inicial,469837.74,23/07/2025 às 11:28
Casa,"Goiânia / GO - Parque Atheneu Rua 3,  S/n",https://www.portalzuk.com.br/imovel/go/goiania/parque-atheneu/rua-3-s-n/33430-204804,Apartamento à venda em leilão,,0,Lance inicial,380355.54,23/07/2025 às 11:30
Casa,"Lorena / SP - Aterrado Rua Doutor Laércio Lincon Figueira,  03",https://www.portalzuk.com.br/imovel/sp/lorena/aterrado/rua-doutor-laercio-lincon-figueira-03/33430-204805,Apartamento à venda em leilão,,0,Lance inicial,273179.14,23/07/2025 às 11:32
Apartamento,"Americana / SP - Vila Castelo Rua Álvaro Ribeiro,  401",https://www.portalzuk.com.br/imovel/sp/americana/vila-castelo/rua-alvaro-ribeiro-401/33430-204806,Apartamento à venda em leilão,,0,Lance inicial,284366.97,23/07/2025 às 11:34
Apartamento,"Rio de Janeiro / RJ - Vila Valqueire Rua Quiririm,  487",https://www.portalzuk.com.br/imovel/rj/rio-de-janeiro/vila-valqueire/rua-quiririm-487/33430-204807,Apartamento à venda em leilão,,0,Lance inicial,421857.72,23/07/2025 às 11:36
Casa,"Colombo / PR - Gabirobal Rua Venâncio Trevisan,  1655",https://www.portalzuk.com.br/imovel/pr/colombo/gabirobal/rua-venancio-trevisan-1655/33430-204808,Apartamento à venda em leilão,,0,Lance inicial,351267.4217,23/07/2025 às 11:38
Casa,"Mogi das Cruzes / SP - Vila Suissa Rua Capistrano de Abreu,  293",https://www.portalzuk.com.br/imovel/sp/mogi-das-cruzes/vila-suissa/rua-capistrano-de-abreu-293/33430-204809,Casa à venda em leilão,,0,Lance inicial,389944.32,23/07/2025 às 11:40
Apartamento,"Campo Grande / MS - Vila Nossa Senhora de Fátima Rua Doutor Arthur Jorge,  2244",https://www.portalzuk.com.br/imovel/ms/campo-grande/vila-nossa-senhora-de-fatima/rua-doutor-arthur-jorge-2244/33430-205299,Apartamento Duplex à venda em leilão,,0,Lance inicial,595000.007,23/07/2025 às 11:42
Terreno,"Águas de Santa Bárbara / SP - Thermas de Santa Bárbara Rua 338,  s/nº",https://www.portalzuk.com.br/imovel/sp/aguas-de-santa-barbara/thermas-de-santa-barbara/rua-338-s-nº/33412-204693,Apartamento à venda em leilão,,0,1º leilão,43882.58,03/07/2025 às 11:10
Terreno,"Águas de Santa Bárbara / SP - Thermas de Santa Bárbara Rua 338,  s/nº",https://www.portalzuk.com.br/imovel/sp/aguas-de-santa-barbara/thermas-de-santa-barbara/rua-338-s-nº/33412-204693,Apartamento à venda em leilão,,0,2º leilão,26329.5540,23/07/2025 às 11:10
Terreno,"Águas de Santa Bárbara / SP - Thermas de Santa Bárbara Rua 381,  s/nº",https://www.portalzuk.com.br/imovel/sp/aguas-de-santa-barbara/thermas-de-santa-barbara/rua-381-s-nº/33412-204694,Residencial / Comercial à venda em leilão,,0,1º leilão,66868.71,03/07/2025 às 11:13
Terreno,"Águas de Santa Bárbara / SP - Thermas de Santa Bárbara Rua 381,  s/nº",https://www.portalzuk.com.br/imovel/sp/aguas-de-santa-barbara/thermas-de-santa-barbara/rua-381-s-nº/33412-204694,Residencial / Comercial à venda em leilão,,0,2º leilão,40121.2340,23/07/2025 às 11:13
Casa,"Atibaia / SP - Parque Residencial Atibaia - Mato Dentro Alameda Roberto de Assis Silva Trofino,  117",https://www.portalzuk.com.br/imovel/sp/atibaia/parque-residencial-atibaia-_-mato-dentro/alameda-roberto-de-assis-silva-trofino-117/33598-206236,Residencial / Comercial à venda em leilão,,0,1º leilão,1201547.07,23/07/2025 às 11:20
Casa,"Atibaia / SP - Parque Residencial Atibaia - Mato Dentro Alameda Roberto de Assis Silva Trofino,  117",https://www.portalzuk.com.br/imovel/sp/atibaia/parque-residencial-atibaia-_-mato-dentro/alameda-roberto-de-assis-silva-trofino-117/33598-206236,Residencial / Comercial à venda em leilão,,0,2º leilão,901160.3025,12/08/2025 às 11:20
Apartamento,"Santo André / SP - Chácara Humaitá Rua Cordovil,  119",https://www.portalzuk.com.br/imovel/sp/santo-andre/chacara-humaita/rua-cordovil-119/33534-205587,Apartamento à venda em leilão,,0,1º leilão,248121.01,23/07/2025 às 11:30
Apartamento,"Santo André / SP - Chácara Humaitá Rua Cordovil,  119",https://www.portalzuk.com.br/imovel/sp/santo-andre/chacara-humaita/rua-cordovil-119/33534-205587,Apartamento à venda em leilão,,0,2º leilão,126541.7249,30/07/2025 às 11:30
Apartamento,"Santo André / SP - Chácara Humaitá Rua Cordovil,  119",https://www.portalzuk.com.br/imovel/sp/santo-andre/chacara-humaita/rua-cordovil-119/33534-205588,Residencial / Comercial à venda em leilão,,0,1º leilão,402018.85,23/07/2025 às 11:32
Apartamento,"Santo André / SP - Chácara Humaitá Rua Cordovil,  119",https://www.portalzuk.com.br/imovel/sp/santo-andre/chacara-humaita/rua-cordovil-119/33534-205588,Residencial / Comercial à venda em leilão,,0,2º leilão,205059.6149,30/07/2025 às 11:32
Apartamento,"São Paulo / SP - Piqueri Rua Coronel Bento Bicudo,  1167",https://www.portalzuk.com.br/imovel/sp/sao-paulo/piqueri/rua-coronel-bento-bicudo-1167/33599-206238,Casa à venda em leilão,,0,1º leilão,299562.72,23/07/2025 às 13:00
Apartamento,"São Paulo / SP - Piqueri Rua Coronel Bento Bicudo,  1167",https://www.portalzuk.com.br/imovel/sp/sao-paulo/piqueri/rua-coronel-bento-bicudo-1167/33599-206238,Casa à venda em leilão,,0,2º leilão,179737.6340,13/08/2025 às 13:00
Casa,"Santo Antônio do Monte / MG - Bela Vista Rua José Carlos Tavares,  108",https://www.portalzuk.com.br/imovel/mg/santo-antonio-do-monte/bela-vista/rua-jose-carlos-tavares-108/33449-205021,Casa à venda em leilão,,0,Lance inicial,450000.00,23/07/2025 às 14:00
Casa,"Guarujá / SP - Parque Enseada Rua Bragança,  766",https://www.portalzuk.com.br/imovel/sp/guaruja/parque-enseada/rua-braganca-766/33557-205912,Casa à venda em leilão,,0,Lance inicial,389900.0045,23/07/2025 às 14:00
Terreno,"Dracena / SP - Royal Residence Rua 01,  S/n",https://www.portalzuk.com.br/imovel/sp/dracena/royal-residence/rua-01-s-n/33557-205913,Terreno à venda em leilão,,0,Lance inicial,59000.0049,23/07/2025 às 14:01
Apartamento,"Santo Antônio do Monte / MG - Centro Avenida Coronel Amâncio Bernardes,  13",https://www.portalzuk.com.br/imovel/mg/santo-antonio-do-monte/centro/avenida-coronel-amancio-bernardes-13/33449-205022,Casa à venda em leilão,,0,Lance inicial,542000.00,23/07/2025 às 14:02
Casa,"Porto Alegre / RS - Sarandi Rua Sylvio Sanson,  203",https://www.portalzuk.com.br/imovel/rs/porto-alegre/sarandi/rua-sylvio-sanson-203/33557-205914,www.portalzuk.com.br,,0,Lance inicial,399000.0026,23/07/2025 às 14:02
Casa,"Paulista / PE - Maria Farinha Avenida Doutor Cláudio José Gueiros Leite,  10170",https://www.portalzuk.com.br/imovel/pe/paulista/maria-farinha/avenida-doutor-claudio-jose-gueiros-leite-10170/33557-205915,Casa à venda em leilão,,0,Lance inicial,209900.0041,23/07/2025 às 14:03
Casa,"Almirante Tamandaré / PR - Lamenha Grande Rua Joaquim Nabuco,  510",https://www.portalzuk.com.br/imovel/pr/almirante-tamandare/lamenha-grande/rua-joaquim-nabuco-510/33557-205916,Terreno à venda em leilão,,0,Lance inicial,189000.0012,23/07/2025 às 14:04
Terreno,"Piacatu / SP - Centro Rua Ângelo Genova,  S/n",https://www.portalzuk.com.br/imovel/sp/piacatu/centro/rua-angelo-genova-s-n/33449-205023,Terreno à venda em leilão,,0,Lance inicial,130000.0010,23/07/2025 às 14:04
Terreno,"Itapetininga / SP - Jardim Fogaça Rua Antônio Santoni,  S/n",https://www.portalzuk.com.br/imovel/sp/itapetininga/jardim-fogaca/rua-antonio-santoni-s-n/33557-205917,Terreno à venda em leilão,,0,Lance inicial,115000.0030,23/07/2025 às 14:05
Casa,"Catanduva / SP - Parque Residencial Paraíso Avenida Miguel Calil,  545",https://www.portalzuk.com.br/imovel/sp/catanduva/parque-residencial-paraiso/avenida-miguel-calil-545/33557-205918,Terreno à venda em leilão,,0,Lance inicial,399000.0039,23/07/2025 às 14:06
Terreno,"Piacatu / SP - Centro Rua Saudade,  S/n",https://www.portalzuk.com.br/imovel/sp/piacatu/centro/rua-saudade-s-n/33449-205024,Terreno à venda em leilão,,0,Lance inicial,30600.0013,23/07/2025 às 14:06
Terreno,"Herval D'oeste / SC - São Vicente Rua Giacomina Thereza Hardt,  S/n",https://www.portalzuk.com.br/imovel/sc/herval-d'oeste/sao-vicente/rua-giacomina-thereza-hardt-s-n/33557-205919,Terreno à venda em leilão,,0,Lance inicial,149000.00,23/07/2025 às 14:07
Terreno,"Piacatu / SP - Centro Rua da Saudade,  S/n",https://www.portalzuk.com.br/imovel/sp/piacatu/centro/rua-da-saudade-s-n/33449-205025,Casa à venda em leilão,,0,Lance inicial,30600.0010,23/07/2025 às 14:08
Casa,"Piacatu / SP - Centro Travessa Antônio Marcos Gomes,  48",https://www.portalzuk.com.br/imovel/sp/piacatu/centro/travessa-antonio-marcos-gomes-48/33449-205026,Casa à venda em leilão,,0,Lance inicial,300000.005,23/07/2025 às 14:10
Casa,"Piacatu / SP - Centro Rua Ângelo Folini,  208",https://www.portalzuk.com.br/imovel/sp/piacatu/centro/rua-angelo-folini-208/33449-205027,www.portalzuk.com.br,,0,Lance inicial,979859.0025,23/07/2025 às 14:12
Terreno,"Piacatu / SP - Centro Avenida Zualdo Paganini,  S/n",https://www.portalzuk.com.br/imovel/sp/piacatu/centro/avenida-zualdo-paganini-s-n/33449-205028,www.portalzuk.com.br,,0,Lance inicial,31600.0013,23/07/2025 às 14:14
Terreno,"Piacatu / SP - Centro Avenida Zualdo Paganini,  S/n",https://www.portalzuk.com.br/imovel/sp/piacatu/centro/avenida-zualdo-paganini-s-n/33449-205029,Casa à venda em leilão,,0,Lance inicial,31600.0013,23/07/2025 às 14:16
